yeast_gene,species,call,hit_id,evalue,pident,coverage,reciprocal_best_hit,tier,final_call
Cwc2,Ichthyophthirius_multifiliis,divergent_homolog,XP_004027328.1,1.65e-12,27.6,,False,domain_rescue,shared_pfam=PF16131
Prp46,Ichthyophthirius_multifiliis,divergent_homolog,XP_004024217.1,3.32e-31,66.3,,False,domain_rescue,"shared_pfam=PF00400,PF23098"
Cwc22,Ichthyophthirius_multifiliis,divergent_homolog,XP_004034814.1,3.54e-33,24.6,,False,domain_rescue,shared_pfam=PF02847
Cwc23,Ichthyophthirius_multifiliis,divergent_homolog,XP_004037179.1,2.43e-10,32.9,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Ichthyophthirius_multifiliis,divergent_homolog,XP_004030860.1,1.31e-15,50.0,,False,domain_rescue,shared_pfam=PF00642
Cwc27,Ichthyophthirius_multifiliis,divergent_homolog,XP_004029773.1,4.81e-16,29.6,,False,domain_rescue,shared_pfam=PF00160
Yju2,Ichthyophthirius_multifiliis,divergent_homolog,XP_004024088.1,1.46e-25,40.1,,False,domain_rescue,shared_pfam=PF04502
Prp17,Ichthyophthirius_multifiliis,divergent_homolog,XP_004034525.1,1.82e-76,38.6,,False,domain_rescue,shared_pfam=PF00400
Prp18,Ichthyophthirius_multifiliis,divergent_homolog,XP_004035872.1,4.34e-14,40.6,,False,domain_rescue,shared_pfam=PF02840
Slu7,Ichthyophthirius_multifiliis,divergent_homolog,XP_004030790.1,1.32e-05,23.2,,False,domain_rescue,"shared_pfam=PF11708,PF30379"
Prp6,Ichthyophthirius_multifiliis,divergent_homolog,XP_004034627.1,2.51e-35,33.1,,False,domain_rescue,"shared_pfam=PF06424,PF29376"
Prp40,Ichthyophthirius_multifiliis,divergent_homolog,XP_004035420.1,2.07e-16,27.6,,False,domain_rescue,shared_pfam=PF01846
Mud2,Ichthyophthirius_multifiliis,divergent_homolog,XP_004036727.1,1.78e-05,31.4,,False,domain_rescue,shared_pfam=PF29326
Msl5,Ichthyophthirius_multifiliis,divergent_homolog,XP_004037355.1,1.53e-28,29.2,,False,domain_rescue,"shared_pfam=PF16275,PF22675"
Cus2,Ichthyophthirius_multifiliis,divergent_homolog,XP_004024973.1,2.00e-24,32.6,,False,domain_rescue,shared_pfam=PF00076
Npl3,Ichthyophthirius_multifiliis,divergent_homolog,XP_004024323.1,2.38e-05,29.5,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Ichthyophthirius_multifiliis,divergent_homolog,XP_004031784.1,2.83e-13,24.1,,False,domain_rescue,shared_pfam=PF00076
Hrb1,Ichthyophthirius_multifiliis,divergent_homolog,XP_004024323.1,5.06e-10,37.2,,False,domain_rescue,shared_pfam=PF00076
Hrp1,Ichthyophthirius_multifiliis,divergent_homolog,XP_004030047.1,4.36e-21,31.2,,False,domain_rescue,shared_pfam=PF00076
DBR1,Ichthyophthirius_multifiliis,divergent_homolog,XP_004027286.1,5.23e-19,24.7,,False,domain_rescue,shared_pfam=PF05011
Mud1,Stylonychia_lemnae,divergent_homolog,Contig4483.g4783,5.73e+00,36.2,,False,domain_rescue,shared_pfam=PF00076
Snp1,Stylonychia_lemnae,divergent_homolog,Contig8771.g9361,3.48e-18,31.6,,False,domain_rescue,"shared_pfam=PF00076,PF12220"
Prp39,Stylonychia_lemnae,divergent_homolog,Contig1229.g1348,1.24e+00,17.3,,False,domain_rescue,"shared_pfam=PF23240,PF23241"
Prp42,Stylonychia_lemnae,divergent_homolog,Contig1229.g1348,1.04e+00,25.2,,False,domain_rescue,"shared_pfam=PF23240,PF23241"
Nam8,Stylonychia_lemnae,divergent_homolog,Contig8166.g8709,1.43e-18,34.8,,False,domain_rescue,shared_pfam=PF00076
Luc7,Stylonychia_lemnae,divergent_homolog,Contig11886.g12719,3.64e-17,25.7,,False,domain_rescue,shared_pfam=PF03194
SmB,Stylonychia_lemnae,divergent_homolog,Contig5395.g5772,1.11e-05,38.9,,False,domain_rescue,shared_pfam=PF01423
SmD1,Stylonychia_lemnae,divergent_homolog,Contig8677.g9270,1.54e-16,41.5,,False,domain_rescue,shared_pfam=PF01423
SmF,Stylonychia_lemnae,divergent_homolog,Contig11862.g12694,5.13e-19,52.8,,False,domain_rescue,shared_pfam=PF01423
Msl1,Stylonychia_lemnae,divergent_homolog,Contig7165.g7671,1.25e-12,38.0,,False,domain_rescue,shared_pfam=PF13893
Lea1,Stylonychia_lemnae,divergent_homolog,Contig8266.g8813,6.70e-13,33.3,,False,domain_rescue,shared_pfam=PF14580
Rse1,Stylonychia_lemnae,divergent_homolog,Contig8375.g8933,2.71e-68,23.7,,False,domain_rescue,"shared_pfam=PF03178,PF10433,PF23726"
Cus1,Stylonychia_lemnae,divergent_homolog,Contig3090.g3300,2.28e-39,36.4,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Hsh49,Stylonychia_lemnae,divergent_homolog,Contig831.g907,1.97e-31,32.3,,False,domain_rescue,shared_pfam=PF00076
Prp11,Stylonychia_lemnae,divergent_homolog,Contig6197.g6626,7.74e-24,28.7,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
pRP21,Stylonychia_lemnae,divergent_homolog,Contig16156.g17218,5.18e-06,24.3,,False,domain_rescue,"shared_pfam=PF01805,PF12230"
LSm2,Stylonychia_lemnae,divergent_homolog,Contig8677.g9270,4.05e-04,29.6,,False,domain_rescue,shared_pfam=PF01423
LSm3,Stylonychia_lemnae,divergent_homolog,Contig17327.g18444,4.66e-07,37.7,,False,domain_rescue,shared_pfam=PF01423
LSm4,Stylonychia_lemnae,divergent_homolog,Contig3431.g3668,7.95e-04,36.6,,False,domain_rescue,shared_pfam=PF01423
LSm5,Stylonychia_lemnae,divergent_homolog,Contig17288.g18411,1.18e-09,35.8,,False,domain_rescue,shared_pfam=PF01423
LSm6,Stylonychia_lemnae,divergent_homolog,Contig11862.g12694,1.51e-03,47.5,,False,domain_rescue,shared_pfam=PF01423
Prp31,Stylonychia_lemnae,divergent_homolog,Contig13948.g14883,3.36e-32,29.8,,False,domain_rescue,"shared_pfam=PF01798,PF09785"
Prp3,Stylonychia_lemnae,divergent_homolog,Contig8412.g8968,1.00e-21,28.4,,False,domain_rescue,"shared_pfam=PF06544,PF08572"
Prp4,Stylonychia_lemnae,divergent_homolog,Contig19278.g20436,9.20e-23,27.2,,False,domain_rescue,shared_pfam=PF00400
Bud13,Stylonychia_lemnae,divergent_homolog,Contig19811.g21009,1.96e-08,67.7,,False,domain_rescue,shared_pfam=PF09736
Pml1,Stylonychia_lemnae,divergent_homolog,Contig2126.g2289,1.30e-07,26.5,,False,domain_rescue,shared_pfam=PF00498
Clf1,Stylonychia_lemnae,divergent_homolog,Contig16077.g17136,1.27e-56,40.8,,False,domain_rescue,"shared_pfam=PF23233,PF23240"
Syf1,Stylonychia_lemnae,divergent_homolog,Contig1654.g1803,4.87e-49,25.5,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
Prp19,Stylonychia_lemnae,divergent_homolog,Contig3324.g3555,6.39e-17,22.3,,False,domain_rescue,shared_pfam=PF08606
Isy1,Stylonychia_lemnae,divergent_homolog,Contig12867.g13729,1.58e-10,31.5,,False,domain_rescue,shared_pfam=PF06246
Cwc2,Stylonychia_lemnae,divergent_homolog,Contig19198.g20355,7.91e-28,30.6,,False,domain_rescue,shared_pfam=PF16131
Ecm2,Stylonychia_lemnae,divergent_homolog,Contig17286.g18408,7.51e-10,40.3,,False,domain_rescue,shared_pfam=PF21369
Prp45,Stylonychia_lemnae,divergent_homolog,Contig16734.g17827,2.98e-13,23.2,,False,domain_rescue,shared_pfam=PF02731
Cwc21,Stylonychia_lemnae,divergent_homolog,Contig3033.g3239,1.83e-04,28.5,,False,domain_rescue,shared_pfam=PF08312
Cwc23,Stylonychia_lemnae,divergent_homolog,Contig2347.g2528,4.83e-08,36.4,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Stylonychia_lemnae,divergent_homolog,Contig12331.g13163,3.71e-32,38.3,,False,domain_rescue,"shared_pfam=PF00642,PF13923"
Cwc27,Stylonychia_lemnae,divergent_homolog,Contig18569.g19737,4.56e-05,28.4,,False,domain_rescue,shared_pfam=PF00160
Yju2,Stylonychia_lemnae,divergent_homolog,Contig3535.g3772,1.69e-23,35.6,,False,domain_rescue,shared_pfam=PF04502
Prp17,Stylonychia_lemnae,divergent_homolog,Contig15059.g16049,6.27e-77,34.2,,False,domain_rescue,shared_pfam=PF00400
Prp18,Stylonychia_lemnae,divergent_homolog,Contig4908.g5245,8.03e-10,37.2,,False,domain_rescue,shared_pfam=PF02840
Slu7,Stylonychia_lemnae,divergent_homolog,Contig10186.g10878,1.94e-08,22.1,,False,domain_rescue,"shared_pfam=PF11708,PF30379"
Prp6,Stylonychia_lemnae,divergent_homolog,Contig19096.g20251,2.21e-26,21.9,,False,domain_rescue,"shared_pfam=PF06424,PF29376"
Prp40,Stylonychia_lemnae,divergent_homolog,Contig13126.g14001,6.17e-10,22.6,,False,domain_rescue,shared_pfam=PF01846
Mud2,Stylonychia_lemnae,divergent_homolog,Contig8011.g8541,5.18e-06,33.0,,False,domain_rescue,shared_pfam=PF29326
Cus2,Stylonychia_lemnae,divergent_homolog,Contig13334.g14236,1.84e-19,31.5,,False,domain_rescue,shared_pfam=PF00076
Srp1,Stylonychia_lemnae,divergent_homolog,Contig10144.g10841,6.67e-16,46.5,,False,domain_rescue,"shared_pfam=PF00514,PF01749,PF16186"
Npl3,Stylonychia_lemnae,divergent_homolog,Contig19067.g20214,1.41e-06,30.7,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Stylonychia_lemnae,divergent_homolog,Contig10901.g11653,1.51e-16,24.7,,False,domain_rescue,shared_pfam=PF00076
Mud1,Paramecium_octaurelia,divergent_homolog,CAD8152088.1,3.55e-03,45.1,,False,domain_rescue,shared_pfam=PF00076
Yhc1,Paramecium_octaurelia,divergent_homolog,CAD8151777.1,3.22e-08,47.8,,False,domain_rescue,shared_pfam=PF06220
Nam8,Paramecium_octaurelia,divergent_homolog,CAD8149259.1,2.52e-09,27.8,,False,domain_rescue,shared_pfam=PF00076
Luc7,Paramecium_octaurelia,divergent_homolog,CAD8164492.1,1.59e-09,22.3,,False,domain_rescue,shared_pfam=PF03194
SmD1,Paramecium_octaurelia,divergent_homolog,CAD8152016.1,3.34e-19,39.8,,False,domain_rescue,shared_pfam=PF01423
SmF,Paramecium_octaurelia,divergent_homolog,CAD8145326.1,8.38e-21,45.0,,False,domain_rescue,shared_pfam=PF01423
SmG,Paramecium_octaurelia,divergent_homolog,CAD8154182.1,2.96e-10,33.7,,False,domain_rescue,shared_pfam=PF01423
Msl1,Paramecium_octaurelia,divergent_homolog,CAD8152088.1,7.30e-15,46.8,,False,domain_rescue,shared_pfam=PF13893
Lea1,Paramecium_octaurelia,divergent_homolog,CAD8147657.1,2.88e-13,30.6,,False,domain_rescue,shared_pfam=PF14580
Rse1,Paramecium_octaurelia,divergent_homolog,CAD8148618.1,3.91e-54,22.1,,False,domain_rescue,"shared_pfam=PF03178,PF10433,PF23726"
Cus1,Paramecium_octaurelia,divergent_homolog,CAD8197789.1,3.49e-34,33.8,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Prp9,Paramecium_octaurelia,divergent_homolog,CAD8199582.1,3.75e-37,28.7,,False,domain_rescue,"shared_pfam=PF11931,PF12171,PF16837"
Prp11,Paramecium_octaurelia,divergent_homolog,CAD8192761.1,3.30e-13,25.9,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
pRP21,Paramecium_octaurelia,divergent_homolog,CAD8149241.1,7.81e-11,23.2,,False,domain_rescue,"shared_pfam=PF01805,PF12230"
LSm8,Paramecium_octaurelia,divergent_homolog,CAD8145680.1,2.61e-02,31.0,,False,domain_rescue,shared_pfam=PF01423
LSm2,Paramecium_octaurelia,divergent_homolog,CAD8133507.1,4.40e-14,35.8,,False,domain_rescue,shared_pfam=PF01423
LSm3,Paramecium_octaurelia,divergent_homolog,CAD8163672.1,9.93e-14,37.7,,False,domain_rescue,shared_pfam=PF01423
LSm4,Paramecium_octaurelia,divergent_homolog,CAD8148620.1,7.31e-05,32.2,,False,domain_rescue,shared_pfam=PF01423
LSm6,Paramecium_octaurelia,divergent_homolog,CAD8173126.1,1.40e-10,40.3,,False,domain_rescue,shared_pfam=PF01423
LSm7,Paramecium_octaurelia,divergent_homolog,CAD8154182.1,1.04e-04,29.5,,False,domain_rescue,shared_pfam=PF01423
Prp3,Paramecium_octaurelia,divergent_homolog,CAD8148974.1,5.29e-20,25.8,,False,domain_rescue,"shared_pfam=PF06544,PF08572"
Prp4,Paramecium_octaurelia,divergent_homolog,CAD8213715.1,5.08e-12,24.5,,False,domain_rescue,shared_pfam=PF00400
Bud13,Paramecium_octaurelia,divergent_homolog,CAD8141677.1,1.75e-07,50.8,,False,domain_rescue,shared_pfam=PF09736
Pml1,Paramecium_octaurelia,divergent_homolog,CAD8208423.1,3.25e-13,31.4,,False,domain_rescue,shared_pfam=PF00498
Prp38,Paramecium_octaurelia,divergent_homolog,CAD8140089.1,1.19e-01,29.2,,False,domain_rescue,shared_pfam=PF03371
Clf1,Paramecium_octaurelia,divergent_homolog,CAD8136165.1,8.82e-49,32.1,,False,domain_rescue,"shared_pfam=PF23233,PF23240"
Syf1,Paramecium_octaurelia,divergent_homolog,CAD8151307.1,6.24e-41,24.0,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
Isy1,Paramecium_octaurelia,divergent_homolog,CAD8183510.1,4.38e-06,28.0,,False,domain_rescue,shared_pfam=PF06246
Cwc2,Paramecium_octaurelia,divergent_homolog,CAD8131923.1,3.18e-32,33.9,,False,domain_rescue,"shared_pfam=PF00076,PF16131"
Ecm2,Paramecium_octaurelia,divergent_homolog,CAD8142609.1,5.43e-11,37.8,,False,domain_rescue,shared_pfam=PF21369
Prp45,Paramecium_octaurelia,divergent_homolog,CAD8167329.1,4.47e-16,25.4,,False,domain_rescue,shared_pfam=PF02731
Cwc21,Paramecium_octaurelia,divergent_homolog,CAD8162842.1,2.07e-01,60.9,,False,domain_rescue,shared_pfam=PF08312
Cwc23,Paramecium_octaurelia,divergent_homolog,CAD8178403.1,1.26e-07,40.5,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Paramecium_octaurelia,divergent_homolog,CAD8145101.1,2.01e-25,32.9,,False,domain_rescue,"shared_pfam=PF00642,PF13923"
Cwc27,Paramecium_octaurelia,divergent_homolog,CAD8184425.1,2.59e-10,25.4,,False,domain_rescue,shared_pfam=PF00160
Yju2,Paramecium_octaurelia,divergent_homolog,CAD8171100.1,3.04e-18,36.1,,False,domain_rescue,shared_pfam=PF04502
Prp18,Paramecium_octaurelia,divergent_homolog,CAD8170433.1,1.86e-11,48.1,,False,domain_rescue,shared_pfam=PF02840
Slu7,Paramecium_octaurelia,divergent_homolog,CAD8142075.1,6.30e-14,24.9,,False,domain_rescue,"shared_pfam=PF11708,PF30379"
Prp6,Paramecium_octaurelia,divergent_homolog,CAD8135160.1,8.79e-26,29.9,,False,domain_rescue,"shared_pfam=PF06424,PF29376"
Snu66,Paramecium_octaurelia,divergent_homolog,CAD8163217.1,1.07e-01,45.1,,False,domain_rescue,shared_pfam=PF03343
Snu23,Paramecium_octaurelia,divergent_homolog,CAD8147075.1,5.82e-02,27.7,,False,domain_rescue,shared_pfam=PF12874
Ntr1,Paramecium_octaurelia,divergent_homolog,CAD8184537.1,1.78e+00,43.3,,False,domain_rescue,shared_pfam=PF01585
Prp40,Paramecium_octaurelia,divergent_homolog,CAD8191345.1,1.15e-13,26.5,,False,domain_rescue,"shared_pfam=PF00397,PF01846"
Mud2,Paramecium_octaurelia,divergent_homolog,CAD8186546.1,4.57e-04,30.4,,False,domain_rescue,shared_pfam=PF29326
Cus2,Paramecium_octaurelia,divergent_homolog,CAD8151449.1,7.88e-11,28.5,,False,domain_rescue,shared_pfam=PF00076
Srp1,Paramecium_octaurelia,divergent_homolog,CAD8149733.1,6.02e-14,37.5,,False,domain_rescue,"shared_pfam=PF00514,PF16186"
Npl3,Paramecium_octaurelia,divergent_homolog,CAD8193502.1,9.98e-06,30.6,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Paramecium_octaurelia,divergent_homolog,CAD8213142.1,5.23e-15,27.9,,False,domain_rescue,shared_pfam=PF00076
Hrb1,Paramecium_octaurelia,divergent_homolog,CAD8213142.1,4.60e-14,26.4,,False,domain_rescue,shared_pfam=PF00076
Cwc25,Paramecium_octaurelia,divergent_homolog,CAD8162193.1,1.09e+00,33.0,,False,domain_rescue,"shared_pfam=PF10197,PF12542"
DBR1,Paramecium_octaurelia,divergent_homolog,CAD8149605.1,4.07e-59,35.7,,False,domain_rescue,"shared_pfam=PF00149,PF05011"
Mud1,Paramecium_pentaurelia,divergent_homolog,CAD8181476.1,8.52e-04,45.1,,False,domain_rescue,shared_pfam=PF00076
Yhc1,Paramecium_pentaurelia,divergent_homolog,CAD8161917.1,3.33e-08,47.8,,False,domain_rescue,shared_pfam=PF06220
Nam8,Paramecium_pentaurelia,divergent_homolog,CAD8173853.1,2.61e-09,27.8,,False,domain_rescue,shared_pfam=PF00076
Luc7,Paramecium_pentaurelia,divergent_homolog,CAD8183563.1,4.23e-09,21.8,,False,domain_rescue,shared_pfam=PF03194
SmD1,Paramecium_pentaurelia,divergent_homolog,CAD8168900.1,3.46e-19,39.8,,False,domain_rescue,shared_pfam=PF01423
SmF,Paramecium_pentaurelia,divergent_homolog,CAD8153461.1,8.68e-21,45.0,,False,domain_rescue,shared_pfam=PF01423
SmG,Paramecium_pentaurelia,divergent_homolog,CAD8158426.1,3.07e-10,33.7,,False,domain_rescue,shared_pfam=PF01423
Msl1,Paramecium_pentaurelia,divergent_homolog,CAD8187100.1,1.47e-14,45.6,,False,domain_rescue,shared_pfam=PF13893
Lea1,Paramecium_pentaurelia,divergent_homolog,CAD8151017.1,2.17e-13,30.6,,False,domain_rescue,shared_pfam=PF14580
Rse1,Paramecium_pentaurelia,divergent_homolog,CAD8164000.1,2.83e-53,21.8,,False,domain_rescue,"shared_pfam=PF03178,PF10433,PF23726"
Cus1,Paramecium_pentaurelia,divergent_homolog,CAD8202463.1,9.27e-34,33.8,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Prp9,Paramecium_pentaurelia,divergent_homolog,CAD8190597.1,2.54e-36,28.4,,False,domain_rescue,"shared_pfam=PF11931,PF12171,PF16837"
Prp11,Paramecium_pentaurelia,divergent_homolog,CAD8211512.1,2.49e-13,26.3,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
pRP21,Paramecium_pentaurelia,divergent_homolog,CAD8154244.1,6.34e-10,22.8,,False,domain_rescue,"shared_pfam=PF01805,PF12230"
LSm8,Paramecium_pentaurelia,divergent_homolog,CAD8158680.1,5.26e-02,31.0,,False,domain_rescue,shared_pfam=PF01423
LSm2,Paramecium_pentaurelia,divergent_homolog,CAD8139327.1,4.56e-14,35.8,,False,domain_rescue,shared_pfam=PF01423
LSm3,Paramecium_pentaurelia,divergent_homolog,CAD8159289.1,4.14e-13,37.7,,False,domain_rescue,shared_pfam=PF01423
LSm4,Paramecium_pentaurelia,divergent_homolog,CAD8154885.1,5.51e-05,30.0,,False,domain_rescue,shared_pfam=PF01423
LSm6,Paramecium_pentaurelia,divergent_homolog,CAD8162060.1,5.10e-11,41.3,,False,domain_rescue,shared_pfam=PF01423
LSm7,Paramecium_pentaurelia,divergent_homolog,CAD8158426.1,1.08e-04,29.5,,False,domain_rescue,shared_pfam=PF01423
Prp3,Paramecium_pentaurelia,divergent_homolog,CAD8163714.1,5.41e-20,25.2,,False,domain_rescue,"shared_pfam=PF06544,PF08572"
Prp4,Paramecium_pentaurelia,divergent_homolog,CAD8192231.1,5.25e-11,24.5,,False,domain_rescue,shared_pfam=PF00400
Bud13,Paramecium_pentaurelia,divergent_homolog,CAD8136368.1,7.89e-07,49.2,,False,domain_rescue,shared_pfam=PF09736
Pml1,Paramecium_pentaurelia,divergent_homolog,CAD8211050.1,3.52e-13,31.1,,False,domain_rescue,shared_pfam=PF00498
Prp38,Paramecium_pentaurelia,divergent_homolog,CAD8146269.1,2.82e-02,23.9,,False,domain_rescue,shared_pfam=PF03371
Clf1,Paramecium_pentaurelia,divergent_homolog,CAD8132234.1,9.13e-49,32.1,,False,domain_rescue,"shared_pfam=PF23233,PF23240"
Syf1,Paramecium_pentaurelia,divergent_homolog,CAD8162310.1,4.85e-41,23.6,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
Isy1,Paramecium_pentaurelia,divergent_homolog,CAD8169051.1,1.48e-05,28.0,,False,domain_rescue,shared_pfam=PF06246
Cwc2,Paramecium_pentaurelia,divergent_homolog,CAD8140610.1,3.29e-32,32.4,,False,domain_rescue,"shared_pfam=PF00076,PF16131"
Ecm2,Paramecium_pentaurelia,divergent_homolog,CAD8131916.1,7.53e-11,36.6,,False,domain_rescue,shared_pfam=PF21369
Prp45,Paramecium_pentaurelia,divergent_homolog,CAD8133276.1,1.74e-17,26.2,,False,domain_rescue,shared_pfam=PF02731
Cwc21,Paramecium_pentaurelia,divergent_homolog,CAD8176037.1,2.15e-01,60.9,,False,domain_rescue,shared_pfam=PF08312
Cwc23,Paramecium_pentaurelia,divergent_homolog,CAD8200238.1,2.09e-08,32.9,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Paramecium_pentaurelia,divergent_homolog,CAD8176891.1,5.72e-25,33.3,,False,domain_rescue,"shared_pfam=PF00642,PF13923"
Cwc27,Paramecium_pentaurelia,divergent_homolog,CAD8206521.1,8.39e-11,27.0,,False,domain_rescue,shared_pfam=PF00160
Yju2,Paramecium_pentaurelia,divergent_homolog,CAD8170960.1,3.06e-18,36.1,,False,domain_rescue,shared_pfam=PF04502
Prp17,Paramecium_pentaurelia,divergent_homolog,CAD8171248.1,1.26e-77,39.2,,False,domain_rescue,shared_pfam=PF00400
Prp18,Paramecium_pentaurelia,divergent_homolog,CAD8188709.1,2.67e-11,48.1,,False,domain_rescue,shared_pfam=PF02840
Slu7,Paramecium_pentaurelia,divergent_homolog,CAD8148657.1,2.81e-13,24.9,,False,domain_rescue,"shared_pfam=PF11708,PF30379"
Prp6,Paramecium_pentaurelia,divergent_homolog,CAD8137704.1,5.24e-26,29.9,,False,domain_rescue,"shared_pfam=PF06424,PF29376"
Snu66,Paramecium_pentaurelia,divergent_homolog,CAD8155928.1,3.05e+00,45.9,,False,domain_rescue,shared_pfam=PF03343
Snu23,Paramecium_pentaurelia,divergent_homolog,CAD8147830.1,6.03e-02,27.7,,False,domain_rescue,shared_pfam=PF12874
Prp40,Paramecium_pentaurelia,divergent_homolog,CAD8188499.1,2.58e-12,25.8,,False,domain_rescue,"shared_pfam=PF00397,PF01846"
Mud2,Paramecium_pentaurelia,divergent_homolog,CAD8181360.1,3.60e-04,30.4,,False,domain_rescue,shared_pfam=PF29326
Cus2,Paramecium_pentaurelia,divergent_homolog,CAD8162182.1,8.91e-09,43.1,,False,domain_rescue,shared_pfam=PF00076
Srp1,Paramecium_pentaurelia,divergent_homolog,CAD8174198.1,1.15e-14,38.1,,False,domain_rescue,"shared_pfam=PF00514,PF01749,PF16186"
Npl3,Paramecium_pentaurelia,divergent_homolog,CAD8171956.1,1.03e-05,30.6,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Paramecium_pentaurelia,divergent_homolog,CAD8165236.1,2.26e-14,27.9,,False,domain_rescue,shared_pfam=PF00076
Hrb1,Paramecium_pentaurelia,divergent_homolog,CAD8165236.1,6.10e-13,25.3,,False,domain_rescue,shared_pfam=PF00076
Cwc25,Paramecium_pentaurelia,divergent_homolog,CAD8193997.1,1.13e+00,33.0,,False,domain_rescue,"shared_pfam=PF10197,PF12542"
DBR1,Paramecium_pentaurelia,divergent_homolog,CAD8153894.1,3.08e-59,34.8,,False,domain_rescue,"shared_pfam=PF00149,PF05011"
Mud1,Paramecium_primaurelia,divergent_homolog,CAD8080657.1,7.70e-04,45.1,,False,domain_rescue,shared_pfam=PF00076
Yhc1,Paramecium_primaurelia,divergent_homolog,CAD8060979.1,3.01e-08,47.8,,False,domain_rescue,shared_pfam=PF06220
Nam8,Paramecium_primaurelia,divergent_homolog,CAD8073103.1,2.36e-09,27.8,,False,domain_rescue,shared_pfam=PF00076
Luc7,Paramecium_primaurelia,divergent_homolog,CAD8083197.1,3.87e-09,21.8,,False,domain_rescue,shared_pfam=PF03194
SmD1,Paramecium_primaurelia,divergent_homolog,CAD8072098.1,3.13e-19,39.8,,False,domain_rescue,shared_pfam=PF01423
SmF,Paramecium_primaurelia,divergent_homolog,CAD8058213.1,7.85e-21,45.0,,False,domain_rescue,shared_pfam=PF01423
SmG,Paramecium_primaurelia,divergent_homolog,CAD8056525.1,2.78e-10,33.7,,False,domain_rescue,shared_pfam=PF01423
Msl1,Paramecium_primaurelia,divergent_homolog,CAD8080657.1,1.33e-14,45.6,,False,domain_rescue,shared_pfam=PF13893
Lea1,Paramecium_primaurelia,divergent_homolog,CAD8051505.1,1.96e-13,30.6,,False,domain_rescue,shared_pfam=PF14580
Rse1,Paramecium_primaurelia,divergent_homolog,CAD8064521.1,2.56e-53,21.8,,False,domain_rescue,"shared_pfam=PF03178,PF10433,PF23726"
Cus1,Paramecium_primaurelia,divergent_homolog,CAD8104747.1,8.39e-34,33.8,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Prp9,Paramecium_primaurelia,divergent_homolog,CAD8097317.1,2.29e-36,28.4,,False,domain_rescue,"shared_pfam=PF11931,PF12171,PF16837"
Prp11,Paramecium_primaurelia,divergent_homolog,CAD8114004.1,2.25e-13,26.3,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
pRP21,Paramecium_primaurelia,divergent_homolog,CAD8073125.1,7.31e-11,23.2,,False,domain_rescue,"shared_pfam=PF01805,PF12230"
LSm8,Paramecium_primaurelia,divergent_homolog,CAD8067624.1,4.76e-02,31.0,,False,domain_rescue,shared_pfam=PF01423
LSm2,Paramecium_primaurelia,divergent_homolog,CAD8044933.1,4.12e-14,35.8,,False,domain_rescue,shared_pfam=PF01423
LSm3,Paramecium_primaurelia,divergent_homolog,CAD8073866.1,3.75e-13,37.7,,False,domain_rescue,shared_pfam=PF01423
LSm4,Paramecium_primaurelia,divergent_homolog,CAD8072098.1,7.21e-04,31.6,,False,domain_rescue,shared_pfam=PF01423
LSm6,Paramecium_primaurelia,divergent_homolog,CAD8067173.1,4.62e-11,41.3,,False,domain_rescue,shared_pfam=PF01423
LSm7,Paramecium_primaurelia,divergent_homolog,CAD8056525.1,9.74e-05,29.5,,False,domain_rescue,shared_pfam=PF01423
Prp3,Paramecium_primaurelia,divergent_homolog,CAD8064217.1,4.89e-20,25.2,,False,domain_rescue,"shared_pfam=PF06544,PF08572"
Prp4,Paramecium_primaurelia,divergent_homolog,CAD8097794.1,3.44e-11,24.5,,False,domain_rescue,shared_pfam=PF00400
Bud13,Paramecium_primaurelia,divergent_homolog,CAD8043466.1,7.14e-07,49.2,,False,domain_rescue,shared_pfam=PF09736
Pml1,Paramecium_primaurelia,divergent_homolog,CAD8115423.1,3.19e-13,31.1,,False,domain_rescue,shared_pfam=PF00498
Prp38,Paramecium_primaurelia,divergent_homolog,CAD8047108.1,2.53e-02,23.9,,False,domain_rescue,shared_pfam=PF03371
Syf1,Paramecium_primaurelia,divergent_homolog,CAD8066913.1,4.39e-41,23.6,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
Isy1,Paramecium_primaurelia,divergent_homolog,CAD8071918.1,1.34e-05,28.0,,False,domain_rescue,shared_pfam=PF06246
Cwc2,Paramecium_primaurelia,divergent_homolog,CAD8111044.1,3.19e-02,29.6,,False,domain_rescue,shared_pfam=PF00076
